,count,mean,std,min,25%,50%,75%,max,coef_var,skew,kurtosis
NIR.932 nm,60.0,-0.059644550000000005,0.0040763387046154256,-0.068047,-0.061987,-0.0597,-0.0571245,-0.050514,-0.06834385882055319,-0.010370901617621758,-0.3323284032888689
NIR.934 nm,60.0,-0.061347799999999994,0.0040972656479450415,-0.070023,-0.06386,-0.0615295,-0.0588485,-0.052234,-0.06678749112348026,0.047700043896888804,-0.3644136794638735
NIR.936 nm,60.0,-0.062488899999999986,0.0040917937498761376,-0.07097,-0.06502625,-0.062763,-0.05976175,-0.053224,-0.06548032930450269,0.07216052238665567,-0.3851081743397451
NIR.938 nm,60.0,-0.06468293333333333,0.003990571620693833,-0.072982,-0.06716775,-0.065083,-0.06184225,-0.055325,-0.06169435143160638,0.08937559020379415,-0.38340322493616075
NIR.940 nm,60.0,-0.06567423333333335,0.003986416671252035,-0.073707,-0.0682975,-0.066179,-0.06289,-0.056448,-0.06069985851252725,0.09138129422602971,-0.3778336577281105
NIR.942 nm,60.0,-0.0670428,0.003984230061085958,-0.075699,-0.069762,-0.067604,-0.06424975,-0.057831,-0.05942815725306757,0.10606680409622452,-0.35359721708070424
NIR.944 nm,60.0,-0.06798808333333334,0.0039100582391590815,-0.07601,-0.07068225,-0.0684995,-0.06502575,-0.058563,-0.057510934967658515,0.12307778033031257,-0.33559859272308046
NIR.946 nm,60.0,-0.06971048333333334,0.003959846438092875,-0.07806,-0.07241125,-0.070144,-0.066756,-0.060483,-0.056804174189384826,0.08145728935016185,-0.4596601128651665
NIR.948 nm,60.0,-0.07052708333333332,0.004036346448702688,-0.078758,-0.0732555,-0.0709225,-0.067429,-0.061328,-0.05723115515249138,0.04385520726193156,-0.5311040730523655
NIR.950 nm,60.0,-0.07191061666666666,0.003946684878291029,-0.080164,-0.0747445,-0.072163,-0.06910849999999999,-0.062596,-0.05488320169169776,0.10839338067171896,-0.45990205793455674
NIR.952 nm,60.0,-0.07287623333333332,0.0038434677904851987,-0.080958,-0.07575975,-0.0731705,-0.06988825,-0.063463,-0.05273966030743264,0.14005107492299737,-0.5636085252185112
NIR.954 nm,60.0,-0.07305806666666669,0.003890850997790285,-0.081035,-0.07576375,-0.0734505,-0.07019475,-0.064127,-0.05325696634627092,0.08347316075885873,-0.6504494514344437
NIR.956 nm,60.0,-0.07485558333333332,0.003889458466474398,-0.082856,-0.07749525,-0.07521449999999999,-0.071919,-0.066013,-0.05195949711799808,0.10361704560099948,-0.6461397090227536
NIR.958 nm,60.0,-0.07479918333333332,0.003908437710735654,-0.082576,-0.07770275,-0.0751235,-0.07201675,-0.065737,-0.052252411544631235,0.12615476504010245,-0.6553033156100123
NIR.960 nm,60.0,-0.07507696666666668,0.0038476998234105333,-0.083017,-0.0780015,-0.075268,-0.072213,-0.065987,-0.051250070351055735,0.15524214340125375,-0.6600360211760035
NIR.962 nm,60.0,-0.07515345000000001,0.0038987864666729147,-0.082745,-0.0779475,-0.0753485,-0.07206625,-0.066478,-0.05187767782680521,0.0935206756493251,-0.7028471372046128
NIR.964 nm,60.0,-0.07491166666666667,0.003889669153577691,-0.082797,-0.07787325,-0.0752865,-0.072143,-0.06606,-0.05192340961903163,0.16576365012689326,-0.6125090043706725
NIR.966 nm,60.0,-0.07440631666666667,0.003927598578385761,-0.082355,-0.07725825,-0.0745995,-0.07144925,-0.065598,-0.052785821880970606,0.12527036703322583,-0.5957686310538004
NIR.968 nm,60.0,-0.074424,0.003919073766394386,-0.082227,-0.07731825,-0.074758,-0.07139825,-0.065484,-0.052658735977566186,0.2054594639238144,-0.516528207595127
NIR.970 nm,60.0,-0.07448255000000001,0.0038660773376264054,-0.081972,-0.07736325000000001,-0.074669,-0.07174775,-0.065335,-0.05190581334321133,0.24663647591772064,-0.5336559913398098
NIR.972 nm,60.0,-0.0740042,0.003917345684715521,-0.082198,-0.076903,-0.07416049999999999,-0.07119575,-0.064051,-0.05293409947969873,0.21687825231078756,-0.24455771518512082
NIR.974 nm,60.0,-0.07410581666666669,0.003965270300879821,-0.08173,-0.07695525,-0.074188,-0.071199,-0.063666,-0.053508219452136845,0.26221526506094556,-0.3059011177093227
NIR.976 nm,60.0,-0.07358058333333332,0.003984273279935632,-0.081676,-0.0766385,-0.073894,-0.07083400000000001,-0.062513,-0.05414843290771636,0.3365121390307679,-0.08462521060635364
NIR.978 nm,60.0,-0.0738273,0.004001489338411853,-0.081344,-0.07683075,-0.074085,-0.071105,-0.061955,-0.0542006729002937,0.4052055583427275,0.10906091369663562
NIR.980 nm,60.0,-0.07394405,0.004141887809269618,-0.082231,-0.07718375000000001,-0.0741605,-0.071018,-0.060906,-0.056013807862425956,0.46552043477638655,0.42370564705777136
NIR.982 nm,60.0,-0.0735117,0.004219517280207073,-0.080868,-0.07677925000000001,-0.0738355,-0.070573,-0.059413,-0.057399261344888944,0.6205397069538342,0.7926239227484149
NIR.984 nm,60.0,-0.07244748333333331,0.0041619176825506395,-0.08055,-0.0755285,-0.072689,-0.0697265,-0.058242,-0.05744737416759552,0.6393494643129052,1.063999084455824
NIR.986 nm,60.0,-0.07131325000000001,0.004180789701678502,-0.078745,-0.07444575,-0.0715315,-0.06858425,-0.056855,-0.05862570702749491,0.6538551520038866,1.111009131608014
NIR.988 nm,60.0,-0.06996308333333334,0.00416063903294066,-0.077696,-0.07312875,-0.070229,-0.06720425000000001,-0.055982,-0.059469063321832716,0.6194076704588146,0.865052527896562
NIR.990 nm,60.0,-0.06826138333333334,0.004063097545484761,-0.075856,-0.0713335,-0.068495,-0.065581,-0.055107,-0.059522637061775935,0.5750533162829418,0.6496847212210324
NIR.992 nm,60.0,-0.06677993333333335,0.004023650862918733,-0.074587,-0.06990725,-0.067084,-0.06395475,-0.054763,-0.06025239412616064,0.47106393783145567,0.20956844789336282
NIR.994 nm,60.0,-0.06496235000000002,0.003934720013836834,-0.072527,-0.068044,-0.0652065,-0.0621875,-0.054189,-0.06056923762512952,0.3908510181332608,-0.04555516509072044
NIR.996 nm,60.0,-0.0637562,0.003927110883528173,-0.07165,-0.0668175,-0.063959,-0.0608385,-0.054361,-0.06159574886094486,0.24407175857833666,-0.3671739314056337
NIR.998 nm,60.0,-0.062346833333333344,0.003950926675967304,-0.070243,-0.065416,-0.062561,-0.05939875,-0.053546,-0.06337012587061043,0.1916541530141505,-0.4789657580043021
NIR.1000 nm,60.0,-0.06213816666666667,0.0038981260302897586,-0.06983,-0.0651725,-0.062368,-0.0591395,-0.053412,-0.0627331998898652,0.17350281335387246,-0.6047950966214377
NIR.1002 nm,60.0,-0.0618197,0.003928225265814456,-0.069824,-0.0648175,-0.062142,-0.058874249999999996,-0.053107,-0.06354325992870324,0.15251442572690802,-0.5966319583098216
NIR.1004 nm,60.0,-0.06114394999999999,0.003942722579188229,-0.069127,-0.06425550000000001,-0.061469499999999996,-0.05831075,-0.052342,-0.06448262794909765,0.17034674441489614,-0.5684867087889018
NIR.1006 nm,60.0,-0.06009964999999999,0.003992122560298053,-0.068388,-0.0630495,-0.060375,-0.05708575,-0.051364,-0.06642505505935647,0.10318084303751325,-0.568798693866928
NIR.1008 nm,60.0,-0.05828389999999999,0.004050704904966375,-0.0661,-0.061528,-0.0586735,-0.05524425,-0.049391,-0.06949955141928346,0.13465722222246168,-0.6658301433553642
NIR.1010 nm,60.0,-0.056825016666666665,0.004109966557213383,-0.064995,-0.059974,-0.057297,-0.053752999999999995,-0.04763,-0.07232671098580201,0.16191454092441876,-0.6418391130417187
NIR.1012 nm,60.0,-0.05444753333333333,0.00405600365420667,-0.062015,-0.0577235,-0.054849999999999996,-0.051475,-0.045125,-0.07449379991882099,0.27475207849112226,-0.5843450611142771
NIR.1014 nm,60.0,-0.05338561666666666,0.004080981479205195,-0.061494,-0.05667775,-0.053786,-0.050593,-0.043848,-0.07644346425154831,0.2753365165107854,-0.5013640388395113
NIR.1016 nm,60.0,-0.051512883333333336,0.004039096857818114,-0.059177,-0.054782,-0.051842,-0.0486325,-0.041678,-0.07840945015020089,0.3006870537208826,-0.43604177915747044
NIR.1018 nm,60.0,-0.05075969999999999,0.004063405507115213,-0.059032,-0.053908,-0.050938,-0.04797325,-0.041018,-0.08005180304681102,0.23880069016421376,-0.3598750757268223
NIR.1020 nm,60.0,-0.04993860000000001,0.004064751103352257,-0.05776,-0.053129,-0.0502675,-0.04712675,-0.040327,-0.08139497509646358,0.24592339189675272,-0.44914069797016554
NIR.1022 nm,60.0,-0.0507844,0.00411044843196754,-0.059117,-0.05374325,-0.051158499999999996,-0.04797575,-0.041441,-0.0809391945551693,0.1916912519616572,-0.46051231741010756
NIR.1024 nm,60.0,-0.05173096666666666,0.004044514422538792,-0.059797,-0.05465275,-0.0522325,-0.04891025,-0.042635,-0.07818362352669728,0.22626447974702218,-0.4489055249894016
NIR.1026 nm,60.0,-0.05280233333333333,0.004055540807702205,-0.061188,-0.055679,-0.0533,-0.04985625,-0.043864,-0.0768060907858025,0.22827336526686698,-0.4707738355010349
NIR.1028 nm,60.0,-0.05410208333333334,0.004008368268931702,-0.062325,-0.05689425,-0.054766999999999996,-0.05115175,-0.045499,-0.07408898182784153,0.20034013410397292,-0.4261806146600775
NIR.1030 nm,60.0,-0.055006099999999995,0.004010110107537731,-0.063308,-0.05779525,-0.055633,-0.051888500000000004,-0.046528,-0.07290300725806285,0.16564514672944847,-0.4782048141563915
NIR.1032 nm,60.0,-0.05679760000000001,0.004044687468599282,-0.065296,-0.05946275,-0.057463,-0.053747,-0.048335,-0.07121229538922914,0.1532298478375281,-0.4992076754321748
NIR.1034 nm,60.0,-0.05789564999999999,0.0039857129971640854,-0.066125,-0.060693750000000005,-0.058637999999999996,-0.055042999999999995,-0.049447,-0.06884304774476296,0.14984713535649996,-0.5024132074495689
NIR.1036 nm,60.0,-0.059417599999999994,0.0039820530229978226,-0.06768,-0.06218925,-0.0602935,-0.0563915,-0.05119,-0.06701807247343923,0.15213918219186395,-0.5848653670302064
NIR.1038 nm,60.0,-0.0602856,0.003978811253355769,-0.068464,-0.06305725000000001,-0.061088500000000004,-0.057466500000000004,-0.051839,-0.06599936391701781,0.15846389724182683,-0.5114429238178273
NIR.1040 nm,60.0,-0.06085896666666666,0.0039302244554295495,-0.068879,-0.06356300000000001,-0.0615315,-0.0578935,-0.052351,-0.06457921766821897,0.15202230536538722,-0.587696552265804
NIR.1042 nm,60.0,-0.06086488333333333,0.0039017031834726874,-0.068813,-0.06370400000000001,-0.0615585,-0.05792525,-0.052496,-0.06410434013492763,0.11939445180244354,-0.6218725674943997
NIR.1044 nm,60.0,-0.060574933333333345,0.003892271315758991,-0.068729,-0.0633235,-0.061264,-0.05761575,-0.052283,-0.06425547832369038,0.10858190133751176,-0.597849941298271
NIR.1046 nm,60.0,-0.06107286666666667,0.003872898824389143,-0.068507,-0.0639155,-0.061759999999999995,-0.0580485,-0.052638,-0.06341439391616041,0.13550466637743155,-0.6949443796059622
NIR.1048 nm,60.0,-0.06081453333333334,0.003766279207210568,-0.068568,-0.06381425,-0.061264,-0.05795325,-0.05239,-0.061930578116369685,0.16135484356186042,-0.6493902505630085
NIR.1050 nm,60.0,-0.06129543333333333,0.003749398375995928,-0.068526,-0.06414824999999999,-0.061977000000000004,-0.058373,-0.052629,-0.061169293895128596,0.18173007229972263,-0.5978113541211547
NIR.1052 nm,60.0,-0.06108129999999999,0.003811676326362084,-0.069355,-0.06372900000000001,-0.061698,-0.05817725,-0.052558,-0.06240332681789819,0.06701864466098592,-0.516120341723362
NIR.1054 nm,60.0,-0.06180238333333333,0.003846154240768994,-0.069546,-0.06443575,-0.062475499999999996,-0.058759,-0.053302,-0.06223310547790084,0.08121856697911631,-0.6286024903734728
NIR.1056 nm,60.0,-0.06192728333333333,0.003874863855855122,-0.070077,-0.06457025,-0.0625675,-0.05897075,-0.053681,-0.06257119071408411,0.045701563057619736,-0.6648154587651027
NIR.1058 nm,60.0,-0.06256055,0.003849324217269964,-0.070081,-0.06520475,-0.063235,-0.0596,-0.054152,-0.06152957762151969,0.116718410496286,-0.6928809495480341
NIR.1060 nm,60.0,-0.06309016666666667,0.0038395256202688067,-0.071128,-0.065771,-0.0636475,-0.0599435,-0.054565,-0.060857750472505856,0.09058609880588905,-0.6390622584817267
NIR.1062 nm,60.0,-0.06343303333333332,0.0038398114976979153,-0.070863,-0.06618450000000001,-0.0641115,-0.06042425,-0.055178,-0.06053331042077313,0.11895779141574063,-0.752492332555998
NIR.1064 nm,60.0,-0.06399073333333333,0.0038562245032167197,-0.07199,-0.06685350000000001,-0.0646405,-0.0608685,-0.055684,-0.06026223333196244,0.13731425215881765,-0.7221198826515316
NIR.1066 nm,60.0,-0.06402058333333334,0.0038799152764280673,-0.071699,-0.06678425,-0.06445300000000001,-0.060998500000000004,-0.055757,-0.060604185004480074,0.14893757680333417,-0.7137711780771183
NIR.1068 nm,60.0,-0.06482494999999999,0.00391302784677812,-0.072714,-0.0675385,-0.0653955,-0.06178425,-0.056347,-0.06036299058893405,0.14956891841924178,-0.6336147500522125
NIR.1070 nm,60.0,-0.06470103333333334,0.003955641206530523,-0.072392,-0.06758125,-0.06516949999999999,-0.06154825,-0.056175,-0.06113721841429409,0.19432704889469293,-0.6707841332500748
NIR.1072 nm,60.0,-0.06528996666666667,0.003969535928845522,-0.073132,-0.06822299999999999,-0.0658995,-0.062318,-0.056756,-0.060798559587443325,0.2338340913719393,-0.5997504202362078
NIR.1074 nm,60.0,-0.06513609999999999,0.004022476194534061,-0.07297,-0.06818225,-0.065723,-0.0622425,-0.056545,-0.06175494379513145,0.2594747762010753,-0.5516954960007565
NIR.1076 nm,60.0,-0.06562005,0.004024753292470762,-0.07344,-0.06851425,-0.0663205,-0.06255675,-0.057273,-0.06133420033161758,0.28173563044620825,-0.5662441631276791
NIR.1078 nm,60.0,-0.06614738333333334,0.004041037147001539,-0.074101,-0.06900200000000001,-0.06685050000000001,-0.06318099999999999,-0.057433,-0.06109141349760934,0.2361797920676552,-0.5399406768592434
NIR.1080 nm,60.0,-0.06647123333333334,0.004008912551171184,-0.074194,-0.06933225000000001,-0.0671615,-0.06354950000000001,-0.057911,-0.06031048846450145,0.23770320651747473,-0.5781059174127603
NIR.1082 nm,60.0,-0.06714593333333334,0.0039804021893146135,-0.07502,-0.06996825000000001,-0.0679215,-0.0642025,-0.058855,-0.05927986985532924,0.21298688099540086,-0.6122492922499556
NIR.1084 nm,60.0,-0.06748141666666667,0.003909307400150321,-0.074963,-0.070413,-0.068149,-0.064648,-0.059475,-0.05793161426146192,0.2241243527687549,-0.6714136424242017
NIR.1086 nm,60.0,-0.06844995000000001,0.003919049726677309,-0.076318,-0.0712645,-0.0689805,-0.0656105,-0.060274,-0.05725423797500667,0.17631206466866742,-0.6441768187249188
NIR.1088 nm,60.0,-0.06871486666666667,0.0038951369483405437,-0.075933,-0.0715735,-0.069385,-0.06582025,-0.060256,-0.05668550544143107,0.22170603819898255,-0.7012036225734755
NIR.1090 nm,60.0,-0.06925518333333333,0.003881552827883413,-0.076976,-0.071938,-0.0699765,-0.06652975,-0.060515,-0.05604710927124462,0.2018589741317251,-0.6368637482598971
NIR.1092 nm,60.0,-0.06925071666666667,0.0038626808644689333,-0.076463,-0.07219625,-0.069842,-0.0663105,-0.060839,-0.05577820779908559,0.20698704442352153,-0.7590180070758592
NIR.1094 nm,60.0,-0.06936268333333333,0.003929649527183967,-0.077096,-0.072141,-0.069982,-0.06650624999999999,-0.060784,-0.05665365493862767,0.194794513589428,-0.7177576534805996
NIR.1096 nm,60.0,-0.06900041666666666,0.003942091934930783,-0.076117,-0.071878,-0.069659,-0.0660685,-0.060401,-0.057131422176399174,0.21157129679107067,-0.7913684640422329
NIR.1098 nm,60.0,-0.06816268333333333,0.003960387399693332,-0.076017,-0.07097425,-0.068799,-0.06531175,-0.059631,-0.0581019878622736,0.1758794045701313,-0.7259143783983757
NIR.1100 nm,60.0,-0.06732365000000001,0.003934078061942548,-0.07474,-0.07011225,-0.0680875,-0.06439475,-0.058887,-0.05843530560126415,0.16937217297577536,-0.7545016595352365
NIR.1102 nm,60.0,-0.06611366666666667,0.0039424838796427485,-0.073907,-0.06899625000000001,-0.0667305,-0.062998,-0.057861,-0.05963190484533327,0.1356812129993477,-0.8141432584815398
NIR.1104 nm,60.0,-0.06525053333333335,0.003849158338406501,-0.072641,-0.06802625000000001,-0.065798,-0.062331750000000005,-0.057174,-0.05899045021966359,0.14140179027854524,-0.8567906029401353
NIR.1106 nm,60.0,-0.06364045,0.0038032700311259804,-0.071094,-0.066384,-0.0642215,-0.060599,-0.055943,-0.05976183435418795,0.1376049821469484,-0.8831340191521195
NIR.1108 nm,60.0,-0.062428583333333336,0.0037654754636717693,-0.069378,-0.06522125000000001,-0.0629545,-0.05940575,-0.054586,-0.06031652910600677,0.1890106178833112,-0.9254178887019107
NIR.1110 nm,60.0,-0.060489466666666665,0.003748597886879056,-0.067626,-0.0632825,-0.0609865,-0.057156,-0.05273,-0.061971085107033336,0.1353223959761502,-0.9376885620631246
NIR.1112 nm,60.0,-0.05863663333333333,0.003699786145751371,-0.065388,-0.0615725,-0.059024999999999994,-0.05547075,-0.05065,-0.06309683785423172,0.17093217833939803,-0.9575855691427915
NIR.1114 nm,60.0,-0.056326383333333334,0.0037787000952559076,-0.063377,-0.05901875,-0.056714,-0.05308425,-0.047988,-0.06708579304469056,0.10690278971779124,-0.8680509695041785
NIR.1116 nm,60.0,-0.05353438333333334,0.0037781006441972424,-0.060488,-0.05617525,-0.0538845,-0.0504035,-0.045184,-0.07057334761237077,0.12752535277025454,-0.9088983741179328
NIR.1118 nm,60.0,-0.0506643,0.003713354261927654,-0.057457,-0.053330499999999996,-0.05113,-0.047583,-0.042775,-0.07329331031767247,0.11577611854924025,-0.9397272416394307
NIR.1120 nm,60.0,-0.046992316666666666,0.003716239658997701,-0.053399,-0.04973575,-0.047196,-0.04382975,-0.039567,-0.07908185683541248,0.13763530774803212,-1.0569975673763996
NIR.1122 nm,60.0,-0.04288488333333333,0.003680576290965291,-0.04851,-0.045968,-0.042942999999999995,-0.040608,-0.036237,-0.08582456112465327,0.2516611962761088,-1.1023006020369102
NIR.1124 nm,60.0,-0.036452633333333345,0.0038917337383736162,-0.04242,-0.03990425,-0.0366635,-0.033938,-0.028954,-0.10676138820442643,0.301188344481133,-1.0215980570155336
NIR.1126 nm,60.0,-0.02856141666666667,0.004214930408544138,-0.035675,-0.03188525,-0.029395,-0.025676749999999998,-0.019519,-0.14757427678520163,0.4044143810297891,-0.7632523591031348
NIR.1128 nm,60.0,-0.017324466666666666,0.004982722383878341,-0.025778,-0.02123075,-0.0179685,-0.013600000000000001,-0.005311,-0.2876118774533708,0.45174581312522355,-0.563675552912005
NIR.1130 nm,60.0,-0.00412355,0.005844526848445765,-0.013639,-0.00892675,-0.004235,-9.500000000000014e-06,0.010727,-1.4173532146926229,0.47515642441363354,-0.376528178904318
NIR.1132 nm,60.0,0.013241166666666668,0.00731846774545348,-0.000631,0.007369250000000001,0.01369,0.017988999999999998,0.032145,0.5527056587752951,0.3610908645021069,-0.36799405796290463
NIR.1134 nm,60.0,0.0350892,0.009373479280594203,0.015673,0.02832475,0.035912,0.040888,0.059076,0.2671328864891249,0.23053465840461707,-0.320380219732582
NIR.1136 nm,60.0,0.06152518333333332,0.011783657324823652,0.035679,0.0531205,0.062304,0.06841375,0.091417,0.19152575720062034,0.14183158205297736,-0.24303146131934472
NIR.1138 nm,60.0,0.08909758333333334,0.014186398017881473,0.056818,0.0792445,0.08992900000000001,0.0974685,0.124925,0.1592231515955611,0.059796948016679306,-0.16872732181977002
NIR.1140 nm,60.0,0.11586546666666665,0.016081300952376455,0.078483,0.1050035,0.11684649999999999,0.1248015,0.156911,0.1387928725876602,0.018901998520761267,-0.05585444083643498
NIR.1142 nm,60.0,0.13915561666666668,0.017025732988618068,0.099178,0.12815975,0.140819,0.14907325,0.182317,0.12235031108662688,-0.033349449683391416,-0.04116787858055959
NIR.1144 nm,60.0,0.1575242166666667,0.016893908368675645,0.117701,0.14688075,0.159005,0.16719475,0.200609,0.1072464204308627,-0.041206147821524784,0.019572343169259376
NIR.1146 nm,60.0,0.17422506666666668,0.015964459866933733,0.137449,0.16430075,0.175676,0.18388975,0.215202,0.09163124556282984,-0.03090029596892242,0.02962876105652157
NIR.1148 nm,60.0,0.18581013333333332,0.01438883333331043,0.153815,0.177059,0.1871215,0.19459975000000002,0.223322,0.07743836719334161,-0.0030018892629186953,0.04441287349480749
NIR.1150 nm,60.0,0.1896697833333333,0.012197602932184786,0.163895,0.18210925,0.190596,0.1974225,0.221463,0.06430967926371396,0.06024483464998328,-0.030676698444871864
NIR.1152 nm,60.0,0.18271218333333333,0.009632465846700577,0.163702,0.17694100000000001,0.183843,0.18897775,0.208305,0.05271934071920899,0.18759265851897325,-0.04414284035009208
NIR.1154 nm,60.0,0.16760966666666668,0.007025412056596523,0.155626,0.1632625,0.167625,0.17234475,0.186235,0.04191531548456745,0.3480678455126499,-0.059276325723282675
NIR.1156 nm,60.0,0.1514238,0.005033878209067917,0.143409,0.1478165,0.149847,0.15480725,0.164748,0.03324363943493636,0.600790053212272,-0.20703752982820411
NIR.1158 nm,60.0,0.13829438333333333,0.0040966510468573615,0.12838,0.13558375,0.13767849999999998,0.14090275,0.147161,0.029622685666005198,0.21537794874099625,-0.1636577267094972
NIR.1160 nm,60.0,0.13383596666666667,0.0045289953013387,0.122619,0.13142275,0.13382100000000002,0.13631000000000001,0.143336,0.033839896809044354,-0.08712711002865661,0.05418541044123426
NIR.1162 nm,60.0,0.13697575,0.0055405264836567375,0.125492,0.134226,0.137146,0.14046,0.148574,0.04044895891175436,-0.0861271480067644,-0.1528870217678886
NIR.1164 nm,60.0,0.14608363333333338,0.006279727703712029,0.132107,0.14274075,0.145427,0.15053850000000002,0.159739,0.042987209178888354,-0.04108131466715512,-0.18702230646222429
NIR.1166 nm,60.0,0.15817499999999998,0.0072723498988186384,0.142736,0.15406999999999998,0.15721249999999998,0.16356774999999998,0.174511,0.04597660754745465,-0.00154852589306527,-0.32468959807724085
NIR.1168 nm,60.0,0.17100701666666668,0.007944725041357214,0.154038,0.165676,0.169982,0.17682900000000001,0.189393,0.04645847402181965,0.058418623496392395,-0.26669311400756435
NIR.1170 nm,60.0,0.18450415,0.008739205329472354,0.165993,0.177904,0.184119,0.19065575,0.204829,0.04736590114353717,0.1306102680391848,-0.0602740619883817
NIR.1172 nm,60.0,0.1994812,0.009727327155310482,0.179567,0.19291225,0.199165,0.205771,0.223293,0.048763127328843435,0.24488456530487812,0.08127940058744132
NIR.1174 nm,60.0,0.21687806666666665,0.010113531138883943,0.19629,0.21059125,0.21671849999999998,0.22308675,0.243386,0.04663233721290985,0.3277071603342983,0.3582151665675224
NIR.1176 nm,60.0,0.2343108,0.010447547977347748,0.21385,0.22794275,0.2342055,0.23940324999999998,0.262901,0.044588418362908354,0.4674302480574206,0.5958287351001594
NIR.1178 nm,60.0,0.25389338333333333,0.010812420695257974,0.232991,0.24733925,0.253367,0.25953499999999996,0.284,0.04258646110939601,0.47281598103132044,0.609686521039571
NIR.1180 nm,60.0,0.27849928333333335,0.011298998043311994,0.257241,0.27184325,0.277598,0.28378824999999996,0.310256,0.0405710129953488,0.5204152933259003,0.6337487889740543
NIR.1182 nm,60.0,0.31311535000000007,0.012254971296808217,0.289582,0.30606900000000004,0.312233,0.319259,0.347512,0.03913883907897909,0.48767274546815953,0.6146109072487933
NIR.1184 nm,60.0,0.3579292666666667,0.013715409901827255,0.331322,0.35063849999999996,0.3564055,0.364774,0.39715,0.03831877183320742,0.5027984024112875,0.7064307735024831
NIR.1186 nm,60.0,0.40829360000000003,0.015534911667442919,0.377178,0.401055,0.40653649999999997,0.415942,0.453855,0.038048383975264166,0.5310461361938557,0.9071042125193665
NIR.1188 nm,60.0,0.45499343333333336,0.0175748365330939,0.419535,0.4467155,0.45373949999999996,0.46249975,0.509368,0.03862657182618803,0.7156852694616582,1.3070041146059217
NIR.1190 nm,60.0,0.48925783333333334,0.01895328766004183,0.450145,0.48062499999999997,0.48711550000000003,0.4969065,0.550776,0.03873885376737316,0.8586140587288752,1.7349173814934518
NIR.1192 nm,60.0,0.5030165666666666,0.020218489069406684,0.463245,0.49188675000000004,0.50113,0.51001925,0.569621,0.04019447948481754,0.9589410878434623,1.7777666722806127
NIR.1194 nm,60.0,0.4935169833333334,0.020136386454386382,0.452347,0.483669,0.49112750000000005,0.50130875,0.558022,0.04080181054435117,0.9260178606616768,1.6532784313756923
