,0
NIR.1450 nm,0
NIR.1452 nm,0
NIR.1454 nm,0
NIR.1456 nm,0
NIR.1458 nm,0
NIR.1460 nm,0
NIR.1462 nm,0
NIR.1464 nm,0
NIR.1466 nm,0
NIR.1468 nm,0
NIR.1470 nm,0
NIR.1472 nm,0
NIR.1474 nm,0
NIR.1476 nm,0
NIR.1478 nm,0
NIR.1480 nm,0
NIR.1482 nm,0
NIR.1484 nm,0
NIR.1486 nm,0
NIR.1488 nm,0
NIR.1490 nm,0
NIR.1492 nm,0
NIR.1494 nm,0
NIR.1496 nm,0
NIR.1498 nm,0
NIR.1500 nm,0
NIR.1502 nm,0
NIR.1504 nm,0
NIR.1506 nm,0
NIR.1508 nm,0
NIR.1510 nm,0
NIR.1512 nm,0
NIR.1514 nm,0
NIR.1516 nm,0
NIR.1518 nm,0
NIR.1520 nm,0
NIR.1522 nm,0
NIR.1524 nm,0
NIR.1526 nm,0
NIR.1528 nm,0
NIR.1530 nm,0
NIR.1532 nm,0
NIR.1534 nm,0
NIR.1536 nm,0
NIR.1538 nm,0
NIR.1540 nm,0
NIR.1542 nm,0
NIR.1544 nm,0
NIR.1546 nm,0
NIR.1548 nm,0
NIR.1550 nm,0
NIR.1552 nm,0
NIR.1554 nm,0
NIR.1556 nm,0
NIR.1558 nm,0
NIR.1560 nm,0
NIR.1562 nm,0
NIR.1564 nm,0
NIR.1566 nm,0
NIR.1568 nm,0
NIR.1570 nm,0
NIR.1572 nm,0
NIR.1574 nm,0
NIR.1576 nm,0
NIR.1578 nm,0
NIR.1580 nm,0
NIR.1582 nm,0
NIR.1584 nm,0
NIR.1586 nm,0
NIR.1588 nm,0
NIR.1590 nm,0
NIR.1592 nm,0
NIR.1594 nm,0
NIR.1596 nm,0
NIR.1598 nm,0
NIR.1600 nm,0
NIR.1602 nm,0
NIR.1604 nm,0
NIR.1606 nm,0
NIR.1608 nm,0
NIR.1610 nm,0
NIR.1612 nm,0
NIR.1614 nm,0
NIR.1616 nm,0
NIR.1618 nm,0
NIR.1620 nm,0
NIR.1622 nm,0
NIR.1624 nm,0
NIR.1626 nm,0
NIR.1628 nm,0
NIR.1630 nm,0
NIR.1632 nm,0
NIR.1634 nm,0
NIR.1636 nm,0
NIR.1638 nm,0
NIR.1640 nm,0
NIR.1642 nm,0
NIR.1644 nm,0
NIR.1646 nm,0
NIR.1648 nm,0
NIR.1650 nm,0
NIR.1652 nm,0
NIR.1654 nm,0
NIR.1656 nm,0
NIR.1658 nm,0
NIR.1660 nm,0
NIR.1662 nm,0
NIR.1664 nm,0
NIR.1666 nm,0
NIR.1668 nm,0
NIR.1670 nm,0
NIR.1672 nm,0
NIR.1674 nm,0
NIR.1676 nm,0
NIR.1678 nm,0
NIR.1680 nm,0
NIR.1682 nm,0
NIR.1684 nm,0
NIR.1686 nm,0
NIR.1688 nm,0
NIR.1690 nm,0
NIR.1692 nm,0
NIR.1694 nm,0
NIR.1696 nm,0
NIR.1698 nm,0
NIR.1700 nm,0
