,0
DNAA_at,0
DNAB_at,0
DNAC_at,0
DNAD_at,0
DNAE_at,0
DNAG_at,0
DNAI_at,0
DNAJ_at,0
DNAK_at,0
DNAN_at,0
DNAX_at,0
DPPA_at,0
DPPB_at,0
DPPC_at,0
DPPD_at,0
DPPE_at,0
DPS_at,0
DRA_at,0
DRM_at,0
EAG_at,0
EBRA_at,0
EBRB_at,0
ECSA_at,0
ECSB_at,0
ECSC_at,0
EFP_at,0
ENO_at,0
EPR_at,0
ETFA_at,0
ETFB_at,0
EXOA_at,0
EXPZ_at,0
exuR_at,0
exuT_at,0
FABD_at,0
FABG_at,0
FBAA_at,0
FBP_at,0
FER_at,0
FEUA_at,0
FEUB_at,0
FEUC_at,0
FFH_at,0
FHUB_at,0
FHUC_at,0
FHUD_at,0
FHUG_at,0
FLGB_at,0
FLGC_at,0
FLGE_at,0
FLGK_at,0
FLGL_at,0
FLGM_at,0
FLHA_at,0
FLHB_at,0
FLHF_at,0
FLHO_at,0
FLHP_at,0
FLID_at,0
FLIE_at,0
FLIF_at,0
FLIG_at,0
FLIH_at,0
FLII_at,0
FLIJ_at,0
FLIK_at,0
FLIL_at,0
FLIM_at,0
FLIP_at,0
FLIQ_at,0
FLIR_at,0
FLIS_at,0
FLIT_at,0
FLIY_at,0
FLIZ_at,0
FMT_at,0
FNR_at,0
FOLA_at,0
FOLC_at,0
FOLD_at,0
FOLK_at,0
FRR_at,0
FRUA_at,0
FRUB_at,0
FRUR_at,0
FTSA_at,0
FTSE_at,0
FTSH_at,0
FTSL_at,0
FTSX_at,0
FTSY_at,0
FTSZ_at,0
fur_at,0
FUS_at,0
GABP_at,0
GALE_at,0
GALK_at,0
GALT_at,0
GAP129A-F_at,0
GAP136-F_at,0
GAP181-F_at,0
GAP229-F_at,0
GAP275-R_at,0
GAP317-F_at,0
GAP68D-R_at,0
GAP83-R_at,0
GAP_at,0
GAPB_at,0
gatA_at,0
gatB_at,0
gatC_at,0
GBSA_at,0
GBSB_at,0
GCAD_at,0
GDH_at,0
GERAA_at,0
GERAB_at,0
GERAC_at,0
GERBA_at,0
GERBB_at,0
GERBC_at,0
GERCA_at,0
GERCB_at,0
GERCC_at,0
GERD_at,0
GERE_at,0
GERKA_at,0
GERKB_at,0
GERKC_at,0
GERM_at,0
GGAA_at,0
GGAB_at,0
GGT_at,0
GIDA_at,0
GID_at,0
GIDB_at,0
GLCK_at,0
glcP_at,0
GLCR_at,0
GLCT_at,0
GLGA_at,0
GLGB_at,0
GLGC_at,0
GLGD_at,0
GLGP_at,0
GLMS_at,0
GLNA_at,0
GLNH_at,0
GLNM_at,0
GLNP_at,0
GLNQ_at,0
GLNR_at,0
GLPD_at,0
GLPF_at,0
GLPK_at,0
GLPP_at,0
GLPQ_at,0
GLPT_at,0
GLTA_at,0
GLTB_at,0
GLTC_at,0
GLTP_at,0
GLTR_at,0
GLTT_at,0
GLTX_at,0
GLVA_at,0
GLVC_at,0
GLYA_at,0
GLYQ_at,0
GLYS_at,0
GNTK_at,0
GNTP_at,0
GNTR_at,0
GNTZ_at,0
goxB_at,0
GPR_at,0
GPSA_at,0
GREA_at,0
GROEL_at,0
GROES_at,0
GRPE_at,0
GSAB_at,0
GSIB_at,0
GSPA_at,0
GTAB_at,0
GUAA_at,0
GUAB_at,0
gudB_at,0
GUTB_at,0
GUTR_at,0
GYRA_at,0
GYRB_at,0
HAG_at,0
HBS_at,0
HEMA_at,0
HEMB_at,0
HEMC_at,0
HEMD_at,0
HEME_at,0
HEMH_at,0
HEML_at,0
HEMN_at,0
HEMX_at,0
HEMY_at,0
HIPO_at,0
HISA_at,0
HISB_at,0
HISC_at,0
HISD_at,0
HISF_at,0
HISG_at,0
HISH_at,0
HISI_at,0
hisJ_at,0
HISP_at,0
HISS_at,0
HISZ_at,0
HIT_at,0
HMP_at,0
HOLB_at,0
HOM_at,0
HPR_at,0
hprK_at,0
hprP_at,0
HPRT_at,0
HRCA_at,0
HTPG_at,0
HTRA_at,0
HUTG_at,0
HUTH_at,0
HUTI_at,0
HUTM_at,0
HUTP_at,0
HUTU_at,0
ILES_at,0
ILVA_at,0
ILVB_at,0
ILVC_at,0
ILVD_at,0
ILVN_at,0
INFA_at,0
INFB_at,0
INFC_at,0
IOLA_at,0
IOLB_at,0
IOLC_at,0
IOLD_at,0
IOLE_at,0
IOLF_at,0
IOLG_at,0
IOLH_at,0
IOLI_at,0
IOLJ_at,0
IOLR_at,0
IOLS_at,0
IPI_at,0
ISPA_at,0
ISPU_at,0
JAG_at,0
KAPB_at,0
KAPD_at,0
KATA_at,0
KATB_at,0
KATX_at,0
KBAA_at,0
KBL_at,0
KDGA_at,0
KDGK_at,0
KDGR_at,0
KDGT_at,0
KDUD_at,0
KDUI_at,0
KINA_at,0
KINB_at,0
KINC_at,0
kipR_at,0
KSGA_at,0
LACA_at,0
LACR_at,0
LCFA_at,0
LCTE_at,0
LCTP_at,0
LEPA_at,0
LEUA_at,0
LEUB_at,0
LEUC_at,0
LEUD_at,0
LEUS_at,0
LEVD_at,0
LEVE_at,0
LEVF_at,0
LEVG_at,0
LEVR_at,0
LEXA_at,0
LGT_at,0
LICA_at,0
LICB_at,0
LICC_at,0
LICH_at,0
LICR_at,0
LICT_at,0
LIPA_at,0
LIPB_at,0
LMRA_at,0
LMRB_at,0
LONA_at,0
LONB_at,0
LPLA_at,0
LPLB_at,0
LPLC_at,0
LPLD_at,0
LRPA_at,0
LRPB_at,0
LRPC_at,0
LSP_at,0
LYSA_at,0
LYSC_at,0
LYSS_at,0
LYTA_at,0
LYTB_at,0
LYTC_at,0
LYTD_at,0
LYTE_at,0
lytF_at,0
LYTR_at,0
LYTS_at,0
LYTT_at,0
MAF_at,0
malL_at,0
MALS_at,0
MAP_at,0
MBL_at,0
MCPA_at,0
MCPB_at,0
MCPC_at,0
MDR_at,0
MECA_at,0
MED_at,0
MELA_at,0
MENB_at,0
menC_at,0
MEND_at,0
MENE_at,0
MENF_at,0
METB_at,0
METC_at,0
METK_at,0
METS_at,0
MFD_at,0
MIAA_at,0
MINC_at,0
MIND_at,0
MMGA_at,0
MMGB_at,0
MMGC_at,0
MMGD_at,0
MMGE_at,0
MMR_at,0
MOAB_at,0
MOAD_at,0
MOAE_at,0
MOBA_at,0
MOBB_at,0
MOEA_at,0
MOEB_at,0
MOTA_at,0
MOTB_at,0
MPR_at,0
MRAY_at,0
MREB_at,0
MREBH_at,0
MREC_at,0
MRED_at,0
MRGA_at,0
mrpA_at,0
mrpB_at,0
mrpC_at,0
mrpD_at,0
mrpF_at,0
mrpG_at,0
MSME_at,0
MSMR_at,0
MSMX_at,0
msrA_at,0
MTA_at,0
MTBP_at,0
MTLA_at,0
MTLD_at,0
MTRA_at,0
MTRB_at,0
MURA_at,0
MURB_at,0
MURC_at,0
MURD_at,0
MURE_at,0
MURF_at,0
MURG_at,0
MURZ_at,0
MUTL_at,0
MUTM_at,0
MUTS_at,0
MUTT_at,0
NADA_at,0
NADB_at,0
NADC_at,0
NADE_at,0
NAGA_at,0
NAGB_at,0
NAP_at,0
NARA_at,0
NARG_at,0
NARH_at,0
NARI_at,0
NARJ_at,0
NARK_at,0
NARQ_at,0
NASA_at,0
NASB_at,0
NASC_at,0
NASD_at,0
NASE_at,0
NASF_at,0
NATA_at,0
NATB_at,0
NDHF_at,0
NDK_at,0
nfrA_at,0
NIFS_at,0
NIFZ_at,0
NIN_at,0
NPRB_at,0
NPRE_at,0
NRDE_at,0
NRDF_at,0
NRGA_at,0
NRGB_at,0
NTH_at,0
NUCA_at,0
NUCB_at,0
NUPC_at,0
NUSA_at,0
NUSG_at,0
OBG_s_at,0
ODHA_at,0
ODHB_at,0
OPPA_at,0
OPPB_at,0
OPPC_at,0
OPPD_at,0
OPPF_at,0
OPUAA_at,0
OPUAB_at,0
OPUAC_at,0
OPUBA_at,0
OPUBB_at,0
OPUBC_at,0
OPUBD_at,0
OPUCA_at,0
OPUCB_at,0
OPUCC_at,0
OPUCD_at,0
OPUD_at,0
OPUE_at,0
PABA_at,0
PABB_at,0
PABC_at,0
PADC_at,0
PAIA_at,0
PAIB_at,0
PANB_at,0
PANC_at,0
PAND_at,0
parC_at,0
parE_at,0
PATA_at,0
PATB_at,0
PBPA_at,0
PBPB_at,0
PBPC_at,0
PBPD_at,0
PBPE_at,0
PBPF_at,0
PBPX_at,0
PBUX_at,0
PCKA_at,0
PCP_at,0
pcrA_at,0
PDHA_at,0
PDHB_at,0
PDHC_at,0
PDHD_at,0
PDP_at,0
PEL_at,0
PELB_at,0
PENP_at,0
PEPT_at,0
perR_at,0
PFK_at,0
PGI_at,0
PGK_at,0
PGM_at,0
PGSA_at,0
PHEA_s_at,0
PHEB_s_at,0
PHES_at,0
PHET_at,0
PHOA_at,0
PHOB_at,0
PHOD_at,0
PHOH_at,0
PHOP_at,0
PHOR_at,0
PHRA_at,0
PHRC_at,0
PHRE_at,0
PHRF_at,0
PHRG_i_at,0
PHRI_r_at,0
PHRK_at,0
PKSA_at,0
PKSB_at,0
PKSC_at,0
PKSD_at,0
PKSE_at,0
PKSF_at,0
PKSG_at,0
PKSH_at,0
PKSI_at,0
PKSJ_at,0
PKSL_at,0
PKSM_at,0
PKSN_at,0
PKSR_at,0
PKSS_at,0
PLSX_at,0
PMI_at,0
PNBA_at,0
PNPA_at,0
PNP_at,0
POLA_at,0
POLC_at,0
PONA_at,0
PPIB_at,0
PPSA_at,0
PPS_at,0
PPSB_at,0
PPSC_at,0
PPSD_at,0
PPSE_at,0
PRFA_at,0
PRFB_at,0
PRIA_at,0
PRKA_at,0
PROA_at,0
PROB_at,0
PROH_at,0
PROJ_at,0
PROS_at,0
PRSA_at,0
PRS_at,0
PSD_at,0
PSSA_at,0
PTA_at,0
PTSG_at,0
PTSH_at,0
PTSI_at,0
PURA_at,0
PURB_at,0
PURC_at,0
PURD_at,0
PURE_at,0
PURF_at,0
PURH_at,0
PURK_at,0
PURL_at,0
PURM_at,0
PURN_at,0
PURQ_at,0
PURR_at,0
PURT_at,0
PYCA_at,0
PYKA_at,0
PYRAA_at,0
PYRAB_at,0
PYRB_at,0
PYRC_at,0
PYRD_at,0
PYRDII_at,0
PYRE_at,0
PYRF_at,0
PYRP_at,0
PYRR_at,0
QCRA_at,0
QCRB_at,0
QCRC_at,0
QOXA_at,0
QOXB_at,0
QOXC_at,0
QOXD_at,0
QUEA_at,0
RACE_at,0
RACX_at,0
RAPA_at,0
RAPB_at,0
RAPC_at,0
RAPD_at,0
RAPE_at,0
RAPF_at,0
RAPG_at,0
RAPH_at,0
RAPI_at,0
RAPJ_at,0
RAPK_at,0
RBFA_at,0
RBSA_at,0
RBSB_at,0
RBSC_at,0
RBSD_at,0
RBSK_at,0
RBSR_at,0
RECA_at,0
RECF_at,0
RECN_at,0
recO_at,0
RECR_at,0
recS_at,0
recU_at,0
RELA_at,0
RESA_at,0
RESB_at,0
RESC_at,0
RESD_at,0
RESE_at,0
RHO_at,0
RIBA_at,0
RIBB_at,0
RIBC_at,0
RIBG_at,0
RIBH_at,0
RIBR_at,0
RIBT_at,0
RIPX_at,0
rluB_at,0
RNCS_at,0
rnhB_at,0
rnhC_at,0
RNPA_at,0
ROCA_at,0
ROCB_at,0
ROCC_at,0
ROCD_at,0
ROCE_at,0
ROCF_at,0
rocG_at,0
ROCR_at,0
rodA_at,0
RPH_at,0
RPLA_at,0
RPLB_at,0
RPLC_at,0
RPLD_at,0
RPLE_at,0
RPLF_at,0
RPLI_at,0
RPLJ_at,0
RPLK_at,0
RPLL_at,0
RPLM_at,0
RPLN_at,0
RPLO_at,0
RPLP_at,0
RPLQ_at,0
RPLR_at,0
RPLS_at,0
RPLT_at,0
RPLU_at,0
RPLV_at,0
RPLW_at,0
RPLX_at,0
RPMA_at,0
RPMB_at,0
RPMC_at,0
RPMD_at,0
RPME_at,0
RPMF_at,0
RPMG_at,0
RPMH_at,0
RPMI_at,0
RPMJ_i_at,0
RPOA_at,0
RPOB_at,0
RPOC_at,0
RPOE_at,0
RPSB_at,0
RPSC_at,0
RPSD_at,0
RPSE_at,0
RPSF_at,0
RPSG_at,0
RPSH_at,0
RPSI_at,0
RPSJ_at,0
RPSK_at,0
RPSL_at,0
RPSM_at,0
RPSN_at,0
RPSO_at,0
RPSP_at,0
RPSQ_at,0
RPSR_at,0
RPSS_at,0
RPST_at,0
RPSU_at,0
RSBR_at,0
RSBS_at,0
RSBT_at,0
RSBU_at,0
RSBV_at,0
RSBW_at,0
RSBX_at,0
rsiX_at,0
RTP_at,0
RUVA_at,0
RUVB_at,0
SACA_at,0
SACB_at,0
SACC_at,0
SACP_at,0
SACT_at,0
SACV_r_at,0
SACX_at,0
SACY_at,0
SAPB_at,0
SBCD_at,0
SBO_at,0
SBP_at,0
SDHA_at,0
SDHB_at,0
SDHC_at,0
SECA_at,0
SECE_r_at,0
SECF_at,0
secG_at,0
SECY_at,0
SENS_at,0
SERA_at,0
SERC_at,0
SERS_at,0
SFP_at,0
SIGA_at,0
SIGB_at,0
SIGD_at,0
SIGE_at,0
SIGF_at,0
SIGG_at,0
SIGH_at,0
SIGL_at,0
sigM_at,0
SIGV_at,0
SIGW_at,0
SIGX_at,0
SIGY_at,0
SIGZ_at,0
SINI_at,0
SINR_at,0
SIPS_at,0
SIPT_at,0
SIPU_at,0
SIPV_at,0
SIPW_at,0
SLEB_at,0
SLP_at,0
SLR_at,0
SMBA_at,0
SMC_at,0
SMF_at,0
SMS_at,0
SODA_at,0
SODF_at,0
SOJ_at,0
speA_at,0
speB_at,0
speE_at,0
SPLA_at,0
SPLB_at,0
SPMA_at,0
SPMB_at,0
SPO0A_at,0
SPO0B_s_at,0
SPO0E_at,0
SPO0F_at,0
SPO0J_at,0
spo0M_at,0
SPOIIAA_at,0
SPOIIAB_at,0
SPOIIB_at,0
SPOIID_at,0
SPOIIE_at,0
SPOIIGA_at,0
SPOIIIAA_at,0
SPOIIIAB_at,0
SPOIIIAC_at,0
SPOIIIAD_at,0
SPOIIIAE_at,0
SPOIIIAF_at,0
SPOIIIAG_at,0
SPOIIIAH_at,0
SPOIIIC_at,0
SPOIIID_at,0
SPOIIIE_at,0
SPOIIIJ_at,0
SPOIIM_at,0
SPOIIP_at,0
SPOIIQ_at,0
SPOIIR_at,0
SPOIISA_at,0
SPOIISB_at,0
SPOIVA_at,0
SPOIVB_at,0
SPOIVCA_at,0
SPOIVCB_at,0
SPOIVFA_at,0
SPOIVFB_at,0
SPOVAA_at,0
SPOVAB_at,0
SPOVAC_at,0
SPOVAD_at,0
SPOVAE_at,0
SPOVAF_at,0
SPOVB_at,0
SPOVC_at,0
SPOVD_at,0
SPOVE_at,0
SPOVFA_at,0
SPOVFB_at,0
SPOVG_at,0
SPOVID_at,0
SPOVK_at,0
SPOVM_r_at,0
SPOVR_at,0
SPOVS_at,0
SPOVT_at,0
SPSA_at,0
SPSB_at,0
SPSC_at,0
SPSD_at,0
SPSE_at,0
SPSF_at,0
SPSG_at,0
SPSI_at,0
SPSJ_at,0
SQHC_at,0
SRFAA_at,0
SRFAB_at,0
SRFAC_at,0
SRFAD_at,0
SSB_at,0
SSPA_at,0
SSPB_at,0
SSPC_at,0
SSPD_at,0
SSPE_at,0
SSPF_at,0
sspG_at,0
sspH_at,0
sspI_at,0
sspJ_at,0
sspK_at,0
sspL_at,0
sspM_r_at,0
sspN_at,0
ssuA_at,0
ssuB_at,0
ssuC_at,0
ssuD_at,0
SUCC_at,0
SUCD_at,0
SUL_at,0
SUNA_at,0
SUNT_at,0
TAGA_at,0
TAGB_at,0
TAGC_at,0
TAGD_at,0
TAGE_at,0
TAGF_at,0
TAGG_at,0
TAGH_at,0
TAGO_at,0
tasA_at,0
TDH_at,0
TDK_at,0
TENA_at,0
TENI_at,0
TETB_at,0
TETL_n_at,0
TGL_at,0
TGT_at,0
THDF_at,0
THIA_at,0
THIC_at,0
THID_at,0
THIK_at,0
THRB_s_at,0
THRC_s_at,0
THRS_at,0
THRZ_at,0
THYA_at,0
THYB_at,0
TIG_at,0
TKT_at,0
TLPA_at,0
TLP_at,0
TLPB_at,0
TLPC_at,0
TMK_at,0
TMRB_at,0
TNRA_at,0
TOPA_at,0
TOPB_at,0
TPI_at,0
TREA_at,0
TREP_at,0
TRER_at,0
TRKA_at,0
TRMD_at,0
TRPA_at,0
TRPB_at,0
TRPD_s_at,0
TRPE_at,0
TRPS_at,0
TRUA_at,0
TRUB_at,0
TRXA_at,0
TRXB_at,0
TSF_at,0
TUAA_at,0
TUAB_at,0
TUAC_at,0
TUAD_at,0
TUAE_at,0
TUAF_at,0
TUAG_at,0
TUAH_at,0
TUFA_at,0
TYRA_at,0
TYRS_at,0
TYRZ_at,0
UDK_at,0
UNG_at,0
UPP_at,0
UREA_at,0
UREB_at,0
UREC_at,0
USD_i_at,0
UVRA_at,0
UVRB_at,0
UVRC_at,0
UVRX_at,0
UVRX_g_at,0
uxaA_at,0
uxaB_at,0
uxaC_at,0
uxuA_at,0
VALS_at,0
VEG_at,0
VPR_at,0
WAPA_at,0
WPRA_at,0
xepA_at,0
XHLA_at,0
XHLB_at,0
XKDA_at,0
XKDB_at,0
XKDC_at,0
XKDD_at,0
XKDE_at,0
XKDF_at,0
XKDG_at,0
XKDH_at,0
XKDI_at,0
XKDJ_at,0
XKDK_at,0
XKDM_at,0
XKDN_at,0
XKDO_at,0
XKDP_at,0
XKDQ_at,0
XKDR_at,0
XKDS_at,0
XKDT_at,0
XKDU_at,0
XKDV_at,0
XKDW_at,0
XKDX_at,0
XLYA_at,0
XLYB_at,0
XPAC_at,0
XPF_at,0
XPT_at,0
XRE_at,0
XSA_at,0
XTMA_at,0
XTMB_at,0
XTRA_at,0
XYLA_at,0
XYLB_at,0
XYLR_at,0
XYNA_at,0
XYNB_at,0
XYND_at,0
YAAA_at,0
YAAB_at,0
YAAC_at,0
YAAD_at,0
YAAE_at,0
YAAF_at,0
YAAG_at,0
YAAH_at,0
YAAI_at,0
YAAJ_at,0
YAAK_at,0
YAAL_at,0
YAAN_at,0
YAAO_at,0
YAAQ_at,0
YAAR_at,0
YAAT_at,0
YABA_at,0
YABB_at,0
YABC_at,0
YABD_at,0
YABE_at,0
YABF_at,0
YABG_at,0
YABH_at,0
YABJ_at,0
YABK_at,0
YABM_at,0
YABN_at,0
YABO_at,0
YABP_at,0
YABQ_at,0
YABR_at,0
YABS_at,0
YABT_at,0
YACA_at,0
YACB_at,0
YACC_at,0
YACD_at,0
YACF_at,0
YACH_at,0
YACI_at,0
YACK_at,0
YACL_at,0
YACM_at,0
YACN_at,0
YACO_at,0
YACP_at,0
YAZA_at,0
YAZB_at,0
YAZC_at,0
YBAC_at,0
YBAE_at,0
YBAF_at,0
YBAJ_at,0
YBAK_at,0
YBAL_at,0
YBAN_at,0
YBAR_at,0
YBAS_at,0
YBBA_at,0
YBBB_at,0
YBBC_at,0
YBBD_at,0
YBBE_at,0
YBBF_at,0
YBBH_at,0
YBBI_at,0
YBBJ_at,0
YBBK_at,0
YBBM_at,0
YBBP_at,0
YBBR_at,0
YBBT_at,0
YBBU_at,0
YBCC_at,0
YBCD_at,0
YBCF_at,0
YBCH_at,0
YBCI_at,0
YBCL_at,0
YBCM_at,0
YBCO_at,0
YBCP_at,0
YBCS_at,0
YBCT_at,0
YBDA_at,0
YBDB_at,0
YBDD_at,0
YBDE_at,0
YBDG_at,0
YBDJ_at,0
YBDK_at,0
YBDL_at,0
YBDM_at,0
YBDN_at,0
YBDO_at,0
YBDT_at,0
YBEC_at,0
YBEF_at,0
YBFA_at,0
YBFB_at,0
YBFE_at,0
YBFF_at,0
YBFG_at,0
YBFH_at,0
YBFI_at,0
YBFJ_at,0
YBFK_at,0
YBFM_at,0
YBFN_at,0
YBFO_at,0
YBFP_at,0
YBFQ_at,0
YBFS_at,0
YBFT_at,0
YBGA_at,0
YBGB_at,0
YBGE_at,0
YBGF_at,0
YBGG_at,0
YBGH_at,0
YBGJ_at,0
YBXA_at,0
YBXB_at,0
YBXF_at,0
YBXG_at,0
YBXH_at,0
YBXI_at,0
YBYB_at,0
YCBA_at,0
YCBB_at,0
YCBC_at,0
YCBD_at,0
YCBE_at,0
YCBF_at,0
YCBG_at,0
YCBH_at,0
YCBJ_at,0
YCBK_at,0
YCBL_at,0
YCBM_at,0
YCBN_at,0
YCBO_at,0
YCBP_at,0
YCBR_at,0
YCBT_at,0
YCBU_at,0
YCCC_at,0
YCCF_at,0
YCCG_at,0
YCCH_at,0
YCCK_at,0
YCDA_at,0
YCDB_at,0
YCDC_at,0
YCDD_at,0
YCDF_at,0
YCDG_at,0
YCDH_at,0
YCDI_at,0
YCEA_at,0
YCEB_at,0
YCEC_at,0
YCED_at,0
YCEE_at,0
YCEF_at,0
YCEG_at,0
YCEH_at,0
YCEI_at,0
YCEJ_at,0
YCEK_at,0
YCGA_at,0
YCGB_at,0
YCGE_at,0
YCGF_at,0
YCGG_at,0
YCGH_at,0
YCGI_at,0
YCGJ_at,0
YCGK_at,0
YCGL_at,0
YCGM_at,0
YCGN_at,0
YCGO_at,0
YCGP_at,0
YCGQ_at,0
YCGR_at,0
YCGS_at,0
YCGT_at,0
YCIA_at,0
YCIB_at,0
YCIC_at,0
YCKA_at,0
YCKB_at,0
YCKC_at,0
YCKD_at,0
YCKE_at,0
YCKF_at,0
YCKG_at,0
YCKH_at,0
YCKI_at,0
YCKJ_at,0
YCKK_at,0
YCLA_at,0
YCLB_at,0
YCLC_at,0
YCLD_at,0
YCLE_at,0
YCLF_at,0
YCLG_at,0
YCLH_at,0
YCLI_at,0
YCLJ_at,0
YCLK_at,0
YCLM_at,0
YCLN_at,0
YCLO_at,0
YCLP_at,0
YCLQ_at,0
YCNB_at,0
YCNC_at,0
YCND_at,0
YCNE_at,0
YCNF_at,0
YCNG_at,0
YCNH_at,0
YCNI_at,0
YCNJ_at,0
YCNK_at,0
YCNL_at,0
YCSA_at,0
YCSD_at,0
YCSE_at,0
YCSF_at,0
YCSG_at,0
YCSI_at,0
YCSK_at,0
YCSN_at,0
YCXA_at,0
YCXB_at,0
YCXC_at,0
YCXD_at,0
YCXE_at,0
YCZA_at,0
YCZB_at,0
YCZC_at,0
YCZE_at,0
YCZF_at,0
YCZG_at,0
YCZH_at,0
YCZI_at,0
YCZJ_at,0
YDAA_at,0
YDAB_at,0
YDAC_at,0
YDAD_at,0
YDAE_at,0
